file_name, char, shape
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_D_78aug,D,circle
circle_E_89.png,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_89aug,E,circle
circle_E_100.png,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_E_100aug,E,circle
circle_F_111.png,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_111aug,F,circle
circle_F_122.png,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_F_122aug,F,circle
circle_G_133.png,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_133aug,G,circle
circle_G_144.png,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_G_144aug,G,circle
circle_H_155.png,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_155aug,H,circle
circle_H_166.png,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_H_166aug,H,circle
circle_I_177.png,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_177aug,I,circle
circle_I_188.png,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_I_188aug,I,circle
circle_J_199.png,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_199aug,J,circle
circle_J_210.png,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_J_210aug,J,circle
circle_K_221.png,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_221aug,K,circle
circle_K_232.png,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_K_232aug,K,circle
circle_L_243.png,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_243aug,L,circle
circle_L_254.png,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_L_254aug,L,circle
circle_M_265.png,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_265aug,M,circle
circle_M_276.png,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_M_276aug,M,circle
circle_N_287.png,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_287aug,N,circle
circle_N_298.png,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_N_298aug,N,circle
circle_I_309.png,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_309aug,I,circle
circle_I_320.png,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_I_320aug,I,circle
circle_O_331.png,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_331aug,O,circle
circle_O_342.png,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_O_342aug,O,circle
circle_P_353.png,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_353aug,P,circle
circle_P_364.png,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_P_364aug,P,circle
circle_Q_375.png,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_375aug,Q,circle
circle_Q_386.png,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_Q_386aug,Q,circle
circle_R_397.png,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_397aug,R,circle
circle_R_408.png,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_R_408aug,R,circle
circle_T_419.png,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_419aug,T,circle
circle_T_430.png,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_T_430aug,T,circle
circle_U_441.png,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_441aug,U,circle
circle_U_452.png,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_U_452aug,U,circle
circle_V_463.png,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_463aug,V,circle
circle_V_474.png,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_V_474aug,V,circle
circle_W_485.png,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_485aug,W,circle
circle_W_496.png,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_W_496aug,W,circle
circle_X_507.png,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_507aug,X,circle
circle_X_518.png,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_X_518aug,X,circle
circle_Y_529.png,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_529aug,Y,circle
circle_Y_540.png,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Y_540aug,Y,circle
circle_Z_551.png,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_551aug,Z,circle
circle_Z_562.png,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_Z_562aug,Z,circle
circle_0_573.png,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_573aug,0,circle
circle_0_584.png,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_0_584aug,0,circle
circle_1_595.png,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_595aug,1,circle
circle_1_606.png,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_1_606aug,1,circle
circle_2_617.png,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_617aug,2,circle
circle_2_628.png,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_2_628aug,2,circle
circle_3_639.png,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_639aug,3,circle
circle_3_650.png,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_3_650aug,3,circle
circle_4_661.png,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_661aug,4,circle
circle_4_672.png,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_4_672aug,4,circle
circle_5_683.png,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_683aug,5,circle
circle_5_694.png,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_5_694aug,5,circle
circle_6_705.png,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_705aug,6,circle
circle_6_716.png,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_6_716aug,6,circle
circle_7_727.png,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_727aug,7,circle
circle_7_738.png,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_7_738aug,7,circle
circle_8_749.png,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_749aug,8,circle
circle_8_760.png,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_8_760aug,8,circle
circle_9_771.png,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_771aug,9,circle
circle_9_782.png,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
circle_9_782aug,9,circle
cross_A_793.png,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_793aug,A,cross
cross_A_804.png,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_A_804aug,A,cross
cross_B_815.png,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_815aug,B,cross
cross_B_826.png,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_B_826aug,B,cross
cross_C_837.png,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_837aug,C,cross
cross_C_848.png,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_C_848aug,C,cross
cross_D_859.png,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_859aug,D,cross
cross_D_870.png,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_D_870aug,D,cross
cross_E_881.png,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_881aug,E,cross
cross_E_892.png,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_E_892aug,E,cross
cross_F_903.png,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_903aug,F,cross
cross_F_914.png,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_F_914aug,F,cross
cross_G_925.png,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_925aug,G,cross
cross_G_936.png,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_G_936aug,G,cross
cross_H_947.png,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_947aug,H,cross
cross_H_958.png,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_H_958aug,H,cross
cross_I_969.png,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_969aug,I,cross
cross_I_980.png,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
cross_I_980aug,I,cross
